state/region,ages,year,population,area (sq. mi),population_density
MS,total,2012,2986450,48434,61.66019738
MS,total,2013,2991207,48434,61.75841351
MS,under18,1990,733660,48434,15.14762357
MS,under18,1991,738911,48434,15.25603915
MS,under18,1992,750224,48434,15.48961473
MS,under18,1993,755820,48434,15.6051534
MS,under18,1994,763795,48434,15.76981046
MS,under18,1995,767892,48434,15.8543998
MS,under18,1996,769680,48434,15.89131602
MS,under18,1997,774832,48434,15.99768757
MS,under18,1998,773721,48434,15.97474914
MS,under18,1999,775662,48434,16.0148243
MS,under18,2000,774353,48434,15.98779783
MS,under18,2001,768418,48434,15.86525994
MS,under18,2002,763148,48434,15.75645208
MS,under18,2003,759447,48434,15.68003882
MS,under18,2004,760410,48434,15.69992154
MS,under18,2005,760870,48434,15.709419
MS,under18,2006,756990,48434,15.62930999
MS,under18,2007,761171,48434,15.71563365
MS,under18,2008,760572,48434,15.7032663
MS,under18,2009,758539,48434,15.66129165
MS,under18,2010,754111,48434,15.56986827
MS,under18,2011,747742,48434,15.43836974
MS,under18,2012,742941,48434,15.33924516
MS,under18,2013,737432,48434,15.22550275
MT,total,1990,800204,147046,5.44186173
MT,total,1991,809680,147046,5.50630415
MT,total,1992,825770,147046,5.615725691
MT,total,1993,844761,147046,5.744875753
MT,total,1994,861306,147046,5.857391565
MT,total,1995,876553,147046,5.961080206
MT,total,1996,886254,147046,6.027052759
MT,total,1997,889865,147046,6.0516097
MT,total,1998,892431,147046,6.069060022
MT,total,1999,897508,147046,6.103586633
MT,total,2000,903773,147046,6.146192348
MT,total,2001,906961,147046,6.167872638
MT,total,2002,911667,147046,6.199876229
MT,total,2003,919630,147046,6.254029351
MT,total,2004,930009,147046,6.324612706
MT,total,2005,940102,147046,6.393251091
MT,total,2006,952692,147046,6.478870558
MT,total,2007,964706,147046,6.560572882
MT,total,2008,976415,147046,6.640201026
MT,total,2009,983982,147046,6.691661113
MT,total,2010,990527,147046,6.736170994
MT,total,2011,997600,147046,6.784271588
MT,total,2012,1005494,147046,6.83795547
MT,total,2013,1015165,147046,6.903724005
MT,under18,1990,223677,147046,1.521136243
MT,under18,1991,225259,147046,1.531894781
MT,under18,1992,230868,147046,1.570039307
MT,under18,1993,234987,147046,1.59805095
MT,under18,1994,237289,147046,1.613705915
MT,under18,1995,236583,147046,1.608904696
MT,under18,1996,235294,147046,1.600138732
MT,under18,1997,232813,147046,1.583266461
MT,under18,1998,231746,147046,1.576010228
MT,under18,1999,231133,147046,1.571841465
MT,under18,2000,230067,147046,1.564592032
MT,under18,2001,227118,147046,1.544537084
MT,under18,2002,224772,147046,1.528582892
MT,under18,2003,223012,147046,1.516613849
MT,under18,2004,221999,147046,1.509724848
MT,under18,2005,221685,147046,1.507589462
MT,under18,2006,221930,147046,1.509255607
MT,under18,2007,223135,147046,1.517450322
MT,under18,2008,223814,147046,1.522067924
MT,under18,2009,223675,147046,1.521122642
MT,under18,2010,223292,147046,1.518518015
MT,under18,2011,222977,147046,1.516375828
MT,under18,2012,222905,147046,1.515886185
MT,under18,2013,223981,147046,1.523203623
NC,total,1990,6664016,53821,123.8181379
NC,total,1991,6784280,53821,126.052656
NC,total,1992,6897214,53821,128.150982
NC,total,1993,7042818,53821,130.85632
NC,total,1994,7187398,53821,133.5426321
NC,total,1995,7344674,53821,136.4648371
NC,total,1996,7500670,53821,139.3632597
NC,total,1997,7656825,53821,142.2646365
NC,total,1998,7809122,53821,145.0943312
NC,total,1999,7949362,53821,147.7000056
NC,total,2000,8081614,53821,150.157262
NC,total,2001,8210122,53821,152.5449546
NC,total,2002,8326201,53821,154.7017149
NC,total,2003,8422501,53821,156.4909794
NC,total,2004,8553152,53821,158.9184891
NC,total,2005,8705407,53821,161.7474034
NC,total,2006,8917270,53821,165.6838409
NC,total,2007,9118037,53821,169.4141135
NC,total,2008,9309449,53821,172.9705691
NC,total,2009,9449566,53821,175.5739581
NC,total,2010,9559533,53821,177.6171569
NC,total,2011,9651377,53821,179.3236283
NC,total,2012,9748364,53821,181.1256573
NC,total,2013,9848060,53821,182.9780197
NC,under18,1990,1625804,53821,30.20761413
NC,under18,1991,1640394,53821,30.47869791
NC,under18,1992,1674144,53821,31.10577656
NC,under18,1993,1710267,53821,31.7769458
NC,under18,1994,1750754,53821,32.52919864
NC,under18,1995,1785150,53821,33.16828004
NC,under18,1996,1821506,53821,33.84377845
NC,under18,1997,1861621,53821,34.58911949
NC,under18,1998,1894753,53821,35.20471563
NC,under18,1999,1932141,53821,35.89938871
NC,under18,2000,1967626,53821,36.55870385
NC,under18,2001,2003782,53821,37.23048624
NC,under18,2002,2034451,53821,37.80031958
NC,under18,2003,2060838,53821,38.29059289
NC,under18,2004,2085165,53821,38.74259118
NC,under18,2005,2122485,53821,39.43600082
NC,under18,2006,2166393,53821,40.25181621
NC,under18,2007,2219168,53821,41.23238141
NC,under18,2008,2252101,53821,41.84428011
NC,under18,2009,2272955,53821,42.23174969
NC,under18,2010,2282288,53821,42.40515784
NC,under18,2011,2284238,53821,42.44138905
NC,under18,2012,2284122,53821,42.43923376
NC,under18,2013,2285605,53821,42.46678806
ND,total,1990,637685,70704,9.019079543
ND,total,1991,635753,70704,8.991754356
ND,total,1992,638223,70704,9.02668873
ND,total,1993,641216,70704,9.06902014
ND,total,1994,644806,70704,9.119795203
ND,total,1995,647832,70704,9.162593347
ND,total,1996,650382,70704,9.198659199
ND,total,1997,649716,70704,9.189239647
ND,total,1998,647532,70704,9.158350305
ND,total,1999,644259,70704,9.112058724
ND,total,2000,642023,70704,9.080433922
ND,total,2001,639062,70704,9.038555103
ND,total,2002,638168,70704,9.02591084
ND,total,2003,638817,70704,9.035089952
ND,total,2004,644705,70704,9.118366712
ND,total,2005,646089,70704,9.137941276
ND,total,2006,649422,70704,9.185081466
ND,total,2007,652822,70704,9.233169269
ND,total,2008,657569,70704,9.300308328
ND,total,2009,664968,70704,9.404955872
ND,total,2010,674344,70704,9.53756506
ND,total,2011,684867,70704,9.686396809
ND,total,2012,701345,70704,9.919452931
ND,total,2013,723393,70704,10.23128819
ND,under18,1990,170920,70704,2.417402127
ND,under18,1991,171730,70704,2.428858339
ND,under18,1992,172052,70704,2.433412537
ND,under18,1993,172168,70704,2.435053179
ND,under18,1994,172160,70704,2.434940032
ND,under18,1995,171146,70704,2.420598552
ND,under18,1996,169257,70704,2.393881534
ND,under18,1997,167475,70704,2.368677868
ND,under18,1998,165448,70704,2.340009052
ND,under18,1999,163056,70704,2.306177868
ND,under18,2000,160477,70704,2.269701856
ND,under18,2001,156113,70704,2.207979747
ND,under18,2002,153097,70704,2.165323037
ND,under18,2003,150406,70704,2.127262955
ND,under18,2004,149128,70704,2.109187599
ND,under18,2005,148119,70704,2.094916836
ND,under18,2006,147331,70704,2.083771781
ND,under18,2007,147263,70704,2.082810025
ND,under18,2008,147462,70704,2.085624576
ND,under18,2009,148674,70704,2.102766463
ND,under18,2010,150179,70704,2.124052387
ND,under18,2011,152357,70704,2.154856868
ND,under18,2012,156765,70704,2.21720129
ND,under18,2013,162688,70704,2.300973071
NE,total,1990,1581660,77358,20.44597844
NE,total,1991,1595919,77358,20.63030327
NE,total,1992,1611687,77358,20.8341348
NE,total,1993,1625590,77358,21.01385765
NE,total,1994,1639041,77358,21.18773753
NE,total,1995,1656993,77358,21.41980144
NE,total,1996,1673740,77358,21.63628843
NE,total,1997,1686418,77358,21.80017581
NE,total,1998,1695817,77358,21.92167584
NE,total,1999,1704764,77358,22.03733292
NE,total,2000,1713820,77358,22.15439903
NE,total,2001,1719836,77358,22.23216733
NE,total,2002,1728292,77358,22.34147729
NE,total,2003,1738643,77358,22.47528375
NE,total,2004,1749370,77358,22.61395072
NE,total,2005,1761497,77358,22.77071538
NE,total,2006,1772693,77358,22.91544507
NE,total,2007,1783440,77358,23.05437059
NE,total,2008,1796378,77358,23.22161897
NE,total,2009,1812683,77358,23.43239225
NE,total,2010,1829838,77358,23.65415342
NE,total,2011,1841749,77358,23.80812586
NE,total,2012,1855350,77358,23.98394478
NE,total,2013,1868516,77358,24.15414049
NE,under18,1990,430068,77358,5.559450865
NE,under18,1991,434525,77358,5.617066108
NE,under18,1992,436378,77358,5.641019675
NE,under18,1993,439313,77358,5.678960159
NE,under18,1994,442589,77358,5.72130872
NE,under18,1995,444418,77358,5.744952041
NE,under18,1996,446841,77358,5.776273947
NE,under18,1997,450076,77358,5.818092505
NE,under18,1998,451192,77358,5.832518938
NE,under18,1999,451047,77358,5.830644536
NE,under18,2000,450380,77358,5.822022286
NE,under18,2001,448307,77358,5.795224799
NE,under18,2002,447714,77358,5.787559141
NE,under18,2003,447444,77358,5.784068875
NE,under18,2004,448360,77358,5.795909925
NE,under18,2005,448918,77358,5.803123142
NE,under18,2006,450098,77358,5.818376897
NE,under18,2007,451946,77358,5.842265829
NE,under18,2008,453787,77358,5.866064273
NE,under18,2009,456543,77358,5.90169084
NE,under18,2010,459621,77358,5.941479873
NE,under18,2011,460872,77358,5.957651439
NE,under18,2012,462673,77358,5.980932806
NE,under18,2013,464348,77358,6.002585382
NH,total,1990,1112384,9351,118.9588279
NH,total,1991,1109929,9351,118.6962892
NH,total,1992,1117785,9351,119.5364132
NH,total,1993,1129458,9351,120.7847289
NH,total,1994,1142561,9351,122.1859694
NH,total,1995,1157561,9351,123.7900759
NH,total,1996,1174719,9351,125.6249599
NH,total,1997,1189425,9351,127.1976259
NH,total,1998,1205941,9351,128.9638541
NH,total,1999,1222015,9351,130.6828147
NH,total,2000,1239882,9351,132.5935194
NH,total,2001,1255517,9351,134.2655331
NH,total,2002,1269089,9351,135.7169287
NH,total,2003,1279840,9351,136.8666453
NH,total,2004,1290121,9351,137.9660999
NH,total,2005,1298492,9351,138.8612983
NH,total,2006,1308389,9351,139.9196877
NH,total,2007,1312540,9351,140.3635975
NH,total,2008,1315906,9351,140.723559
NH,total,2009,1316102,9351,140.7445193
NH,total,2010,1316614,9351,140.7992728
NH,total,2011,1318075,9351,140.9555128
NH,total,2012,1321617,9351,141.3342958
NH,total,2013,1323459,9351,141.5312801
NH,under18,1990,277454,9351,29.67105122
NH,under18,1991,281127,9351,30.06384344
NH,under18,1992,286314,9351,30.61854347
NH,under18,1993,290409,9351,31.05646455
NH,under18,1994,295563,9351,31.60763555
NH,under18,1995,298246,9351,31.89455673
NH,under18,1996,300161,9351,32.09934766
NH,under18,1997,302834,9351,32.38519944
NH,under18,1998,307292,9351,32.8619399
NH,under18,1999,308423,9351,32.98288953
NH,under18,2000,310352,9351,33.18917763
NH,under18,2001,311877,9351,33.35226179
NH,under18,2002,312743,9351,33.44487221
NH,under18,2003,311412,9351,33.30253449
NH,under18,2004,309243,9351,33.07058069
NH,under18,2005,307403,9351,32.87381029
NH,under18,2006,305169,9351,32.63490536
NH,under18,2007,300918,9351,32.18030157
NH,under18,2008,296029,9351,31.65746979
NH,under18,2009,290850,9351,31.10362528
NH,under18,2010,285702,9351,30.55309593
NH,under18,2011,280486,9351,29.99529462
NH,under18,2012,275818,9351,29.49609667
NH,under18,2013,271122,9351,28.9939044
NJ,total,1990,7762963,8722,890.0439119
NJ,total,1991,7814676,8722,895.972942
NJ,total,1992,7880508,8722,903.5207521
NJ,total,1993,7948915,8722,911.3637927
NJ,total,1994,8014306,8722,918.861041
NJ,total,1995,8083242,8722,926.7647329
NJ,total,1996,8149596,8722,934.3723917
NJ,total,1997,8218808,8722,942.3077276
NJ,total,1998,8287418,8722,950.1740427
NJ,total,1999,8359592,8722,958.4489796
NJ,total,2000,8430621,8722,966.5926393
NJ,total,2001,8492671,8722,973.7068333
NJ,total,2002,8552643,8722,980.5827792
NJ,total,2003,8601402,8722,986.1731254
NJ,total,2004,8634561,8722,989.9748911
NJ,total,2005,8651974,8722,991.9713368
NJ,total,2006,8661679,8722,993.0840404
NJ,total,2007,8677885,8722,994.9421004
NJ,total,2008,8711090,8722,998.7491401
NJ,total,2009,8755602,8722,1003.852557
NJ,total,2010,8802707,8722,1009.253268
NJ,total,2011,8836639,8722,1013.14366
NJ,total,2012,8867749,8722,1016.710502
NJ,total,2013,8899339,8722,1020.332378
NJ,under18,1990,1818187,8722,208.4598716
NJ,under18,1991,1849605,8722,212.0620271
NJ,under18,1992,1890108,8722,216.7058014
NJ,under18,1993,1928623,8722,221.1216464
NJ,under18,1994,1968232,8722,225.6629213
NJ,under18,1995,1997187,8722,228.9826875
NJ,under18,1996,2016502,8722,231.1972025
NJ,under18,1997,2028349,8722,232.5554919
NJ,under18,1998,2042080,8722,234.1297867
NJ,under18,1999,2066678,8722,236.9500115
NJ,under18,2000,2088885,8722,239.4961018
NJ,under18,2001,2102838,8722,241.0958496
NJ,under18,2002,2116591,8722,242.6726668
NJ,under18,2003,2126014,8722,243.7530383
NJ,under18,2004,2129051,8722,244.1012382
NJ,under18,2005,2121878,8722,243.2788351
NJ,under18,2006,2106403,8722,241.5045861
NJ,under18,2007,2091023,8722,239.7412291
NJ,under18,2008,2076366,8722,238.0607659
NJ,under18,2009,2068684,8722,237.1800046
NJ,under18,2010,2062013,8722,236.4151571
NJ,under18,2011,2049453,8722,234.9751204
NJ,under18,2012,2035106,8722,233.3301995
NJ,under18,2013,2022117,8722,231.8409768
NM,total,1990,1521574,121593,12.51366444
NM,total,1991,1555305,121593,12.7910735
NM,total,1992,1595442,121593,13.12116651
NM,total,1993,1636453,121593,13.45844744
NM,total,1994,1682398,121593,13.83630637
NM,total,1995,1720394,121593,14.14879146
NM,total,1996,1752326,121593,14.41140526
NM,total,1997,1774839,121593,14.59655572
NM,total,1998,1793484,121593,14.74989514
NM,total,1999,1808082,121593,14.8699514
NM,total,2000,1821204,121593,14.97786879
NM,total,2001,1831690,121593,15.06410731
NM,total,2002,1855309,121593,15.25835369
NM,total,2003,1877574,121593,15.44146456
NM,total,2004,1903808,121593,15.65721711
NM,total,2005,1932274,121593,15.89132598
NM,total,2006,1962137,121593,16.136924
NM,total,2007,1990070,121593,16.3666494
NM,total,2008,2010662,121593,16.53600125
NM,total,2009,2036802,121593,16.75098073
NM,total,2010,2064982,121593,16.98273749
NM,total,2011,2077919,121593,17.08913342
NM,total,2012,2083540,121593,17.13536141
NM,total,2013,2085287,121593,17.14972901
NM,under18,1990,453538,121593,3.729968008
NM,under18,1991,461811,121593,3.798006464
NM,under18,1992,473176,121593,3.891474016
NM,under18,1993,487742,121593,4.011267096
NM,under18,1994,497542,121593,4.091863841
NM,under18,1995,504558,121593,4.149564531
NM,under18,1996,508100,121593,4.178694497
NM,under18,1997,514500,121593,4.231329106
NM,under18,1998,512801,121593,4.217356262
NM,under18,1999,511135,121593,4.203654816
NM,under18,2000,508132,121593,4.17895767
NM,under18,2001,503404,121593,4.140073853
NM,under18,2002,502779,121593,4.134933754
NM,under18,2003,500777,121593,4.118468991
NM,under18,2004,501184,121593,4.121816223
NM,under18,2005,502612,121593,4.13356032
NM,under18,2006,505125,121593,4.154227628
NM,under18,2007,508725,121593,4.183834596
NM,under18,2008,511214,121593,4.204304524
NM,under18,2009,515470,121593,4.239306539
NM,under18,2010,518763,121593,4.26638869
NM,under18,2011,516513,121593,4.247884335
NM,under18,2012,512314,121593,4.213351098
NM,under18,2013,507540,121593,4.174088969
NV,total,1990,1220695,110567,11.04031944
NV,total,1991,1296172,110567,11.72295531
NV,total,1992,1351367,110567,12.22215489
NV,total,1993,1411215,110567,12.76343755
NV,total,1994,1499298,110567,13.56008574
NV,total,1995,1581578,110567,14.30424991
NV,total,1996,1666320,110567,15.07068113
NV,total,1997,1764104,110567,15.95506797
NV,total,1998,1853192,110567,16.76080567
NV,total,1999,1934718,110567,17.49815044
NV,total,2000,2018741,110567,18.25807881
NV,total,2001,2098399,110567,18.97852886
NV,total,2002,2173791,110567,19.66039596
NV,total,2003,2248850,110567,20.33925131
NV,total,2004,2346222,110567,21.21991191
NV,total,2005,2432143,110567,21.99700634
NV,total,2006,2522658,110567,22.81565024
NV,total,2007,2601072,110567,23.52484919
NV,total,2008,2653630,110567,24.00019897
NV,total,2009,2684665,110567,24.28088851
NV,total,2010,2703230,110567,24.44879575
NV,total,2011,2717951,110567,24.58193674
NV,total,2012,2754354,110567,24.91117603
NV,total,2013,2790136,110567,25.23479881
NV,under18,1990,316406,110567,2.861667586
NV,under18,1991,325033,110567,2.939692675
NV,under18,1992,337396,110567,3.051507231
NV,under18,1993,354990,110567,3.210632467
NV,under18,1994,376745,110567,3.407390994
NV,under18,1995,396223,110567,3.583555672
NV,under18,1996,419133,110567,3.790760353
NV,under18,1997,443626,110567,4.012282146
NV,under18,1998,469424,110567,4.245606736
NV,under18,1999,493701,110567,4.465174962
NV,under18,2000,516018,110567,4.667016379
NV,under18,2001,534708,110567,4.836054157
NV,under18,2002,552816,110567,4.999828158
NV,under18,2003,568963,110567,5.145866307
NV,under18,2004,591314,110567,5.348015231
NV,under18,2005,611595,110567,5.531442474
NV,under18,2006,634403,110567,5.737724638
NV,under18,2007,654053,110567,5.915444934
NV,under18,2008,662621,110567,5.99293641
NV,under18,2009,666041,110567,6.023867881
NV,under18,2010,663180,110567,5.997992168
NV,under18,2011,659236,110567,5.962321488
NV,under18,2012,659655,110567,5.966111046
NV,under18,2013,661605,110567,5.983747411
NY,total,1990,18020784,54475,330.8083341
NY,total,1991,18122510,54475,332.6757228
NY,total,1992,18246653,54475,334.9546214
NY,total,1993,18374954,54475,337.3098486
NY,total,1994,18459470,54475,338.8613125
NY,total,1995,18524104,54475,340.0478017
NY,total,1996,18588460,54475,341.2291877
NY,total,1997,18656546,54475,342.4790454
NY,total,1998,18755906,54475,344.3030014
NY,total,1999,18882725,54475,346.6310234
NY,total,2000,19001780,54475,348.8165213
NY,total,2001,19082838,54475,350.3045067
NY,total,2002,19137800,54475,351.3134465
NY,total,2003,19175939,54475,352.0135659
NY,total,2004,19171567,54475,351.9333089
NY,total,2005,19132610,54475,351.2181735
NY,total,2006,19104631,54475,350.7045617
NY,total,2007,19132335,54475,351.2131253
NY,total,2008,19212436,54475,352.6835429
NY,total,2009,19307066,54475,354.42067
NY,total,2010,19398228,54475,356.0941349
NY,total,2011,19502728,54475,358.0124461
NY,total,2012,19576125,54475,359.3597981
NY,total,2013,19651127,54475,360.7366131
NY,under18,1990,4281643,54475,78.59831115
NY,under18,1991,4372727,54475,80.27034419
NY,under18,1992,4465539,54475,81.97409821
NY,under18,1993,4538171,54475,83.30740707
NY,under18,1994,4605284,54475,84.5394034
NY,under18,1995,4648419,54475,85.33123451
NY,under18,1996,4667647,54475,85.68420376
NY,under18,1997,4670787,54475,85.74184488
NY,under18,1998,4652140,54475,85.39954107
NY,under18,1999,4672587,54475,85.77488756
NY,under18,2000,4687374,54475,86.04633318
NY,under18,2001,4672425,54475,85.77191372
NY,under18,2002,4652232,54475,85.40122992
NY,under18,2003,4619506,54475,84.80047728
NY,under18,2004,4574065,54475,83.96631482
NY,under18,2005,4514456,54475,82.87206976
NY,under18,2006,4457777,54475,81.83161083
NY,under18,2007,4410949,54475,80.97198715
NY,under18,2008,4372170,54475,80.26011932
NY,under18,2009,4342926,54475,79.72328591
NY,under18,2010,4318033,54475,79.266324
NY,under18,2011,4294555,54475,78.83533731
NY,under18,2012,4264694,54475,78.2871776
NY,under18,2013,4239976,54475,77.83342818
OH,total,1990,10864162,44828,242.352146
OH,total,1991,10945762,44828,244.1724369
OH,total,1992,11029431,44828,246.0388819
OH,total,1993,11101140,44828,247.6385295
OH,total,1994,11152455,44828,248.7832382
OH,total,1995,11202751,44828,249.9052155
OH,total,1996,11242827,44828,250.7992103
OH,total,1997,11277357,44828,251.5694878
OH,total,1998,11311536,44828,252.3319354
OH,total,1999,11335454,44828,252.8654859
OH,total,2000,11363543,44828,253.4920808
OH,total,2001,11387404,44828,254.0243598
OH,total,2002,11407889,44828,254.4813286
OH,total,2003,11434788,44828,255.0813777
OH,total,2004,11452251,44828,255.4709333
OH,total,2005,11463320,44828,255.7178549
OH,total,2006,11481213,44828,256.1170028
OH,total,2007,11500468,44828,256.5465334
OH,total,2008,11515391,44828,256.879428
OH,total,2009,11528896,44828,257.1806906
OH,total,2010,11545435,44828,257.5496342
OH,total,2011,11549772,44828,257.6463817
OH,total,2012,11553031,44828,257.7190818
OH,total,2013,11570808,44828,258.115642
OH,under18,1990,2778491,44828,61.98115017
OH,under18,1991,2806959,44828,62.6161997
OH,under18,1992,2839356,44828,63.33889533
OH,under18,1993,2855785,44828,63.70538503
OH,under18,1994,2875397,44828,64.14287945
OH,under18,1995,2879930,44828,64.24399929
OH,under18,1996,2883443,44828,64.32236549
OH,under18,1997,2897375,44828,64.63315339
OH,under18,1998,2896255,44828,64.608169
OH,under18,1999,2893270,44828,64.54158115
OH,under18,2000,2886585,44828,64.39245561
OH,under18,2001,2878123,44828,64.20368966
OH,under18,2002,2865674,44828,63.92598376
OH,under18,2003,2849573,44828,63.56681092
OH,under18,2004,2836068,44828,63.26554832
OH,under18,2005,2819794,44828,62.90251628
OH,under18,2006,2804828,44828,62.56866244
OH,under18,2007,2790347,44828,62.24562773
OH,under18,2008,2768968,44828,61.76871598
OH,under18,2009,2748051,44828,61.30211029
OH,under18,2010,2722589,44828,60.73411707
OH,under18,2011,2693469,44828,60.08452307
OH,under18,2012,2668125,44828,59.51916213
OH,under18,2013,2649830,44828,59.11104667
OK,total,1990,3148825,69903,45.04563467
OK,total,1991,3175440,69903,45.42637655
OK,total,1992,3220517,69903,46.07122727
OK,total,1993,3252285,69903,46.52568559
OK,total,1994,3280940,69903,46.93561077
OK,total,1995,3308208,69903,47.32569418
OK,total,1996,3340129,69903,47.78234124
OK,total,1997,3372918,69903,48.25140552
OK,total,1998,3405194,69903,48.71313105
OK,total,1999,3437148,69903,49.1702502
OK,total,2000,3454365,69903,49.41654865
OK,total,2001,3467100,69903,49.59872967
OK,total,2002,3489080,69903,49.91316539
OK,total,2003,3504892,69903,50.13936455
OK,total,2004,3525233,69903,50.43035349
OK,total,2005,3548597,69903,50.76458807
OK,total,2006,3594090,69903,51.4153899
OK,total,2007,3634349,69903,51.99131654
OK,total,2008,3668976,69903,52.48667439
OK,total,2009,3717572,69903,53.1818663
OK,total,2010,3759263,69903,53.77827847
OK,total,2011,3785534,69903,54.15409925
OK,total,2012,3815780,69903,54.58678454
OK,total,2013,3850568,69903,55.08444559
OK,under18,1990,841715,69903,12.04118564
OK,under18,1991,849639,69903,12.15454272
OK,under18,1992,862548,69903,12.33921291
OK,under18,1993,870137,69903,12.44777763
OK,under18,1994,877803,69903,12.55744389
OK,under18,1995,883667,69903,12.64133156
OK,under18,1996,887093,69903,12.69034233
OK,under18,1997,893835,69903,12.78679027
OK,under18,1998,898501,69903,12.85353991
OK,under18,1999,895678,69903,12.81315537
OK,under18,2000,891847,69903,12.75835086
OK,under18,2001,885218,69903,12.66351945
OK,under18,2002,884961,69903,12.65984293
OK,under18,2003,883959,69903,12.64550878
OK,under18,2004,881606,69903,12.61184785
OK,under18,2005,885316,69903,12.66492139
OK,under18,2006,894761,69903,12.80003719
OK,under18,2007,904328,69903,12.93689827
OK,under18,2008,910617,69903,13.0268658
OK,under18,2009,922711,69903,13.19987697
OK,under18,2010,931483,69903,13.32536515
OK,under18,2011,935714,69903,13.38589188
OK,under18,2012,939911,69903,13.44593222
OK,under18,2013,947027,69903,13.54773043
OR,total,1990,2860375,98386,29.07298803
OR,total,1991,2928507,98386,29.76548493
OR,total,1992,2991755,98386,30.40834062
OR,total,1993,3060367,98386,31.10571626
OR,total,1994,3121264,98386,31.72467628
OR,total,1995,3184369,98386,32.36607851
OR,total,1996,3247111,98386,33.00379119
OR,total,1997,3304310,98386,33.58516456
OR,total,1998,3352449,98386,34.07445165
OR,total,1999,3393941,98386,34.49617832
OR,total,2000,3429708,98386,34.85971581
OR,total,2001,3467937,98386,35.24827719
OR,total,2002,3513424,98386,35.71060923
OR,total,2003,3547376,98386,36.05569898
OR,total,2004,3569463,98386,36.2801923
OR,total,2005,3613202,98386,36.72475759
OR,total,2006,3670883,98386,37.31103002
OR,total,2007,3722417,98386,37.83482406
OR,total,2008,3768748,98386,38.30573456
OR,total,2009,3808600,98386,38.71079219
OR,total,2010,3837208,98386,39.00156526
OR,total,2011,3867937,98386,39.31389629
OR,total,2012,3899801,98386,39.6377635
OR,total,2013,3930065,98386,39.94536824
OR,under18,1990,742436,98386,7.546154941
OR,under18,1991,752442,98386,7.647856402
OR,under18,1992,770191,98386,7.828258085
OR,under18,1993,778973,98386,7.917518753
OR,under18,1994,793435,98386,8.064511211
OR,under18,1995,806512,98386,8.197426463
OR,under18,1996,816102,98386,8.294899681
OR,under18,1997,830002,98386,8.436179944
OR,under18,1998,837928,98386,8.516740187
OR,under18,1999,843484,98386,8.573211636
OR,under18,2000,847511,98386,8.614142256
OR,under18,2001,848663,98386,8.625851239
OR,under18,2002,850733,98386,8.646890818
OR,under18,2003,850251,98386,8.641991747
OR,under18,2004,846786,98386,8.606773321
OR,under18,2005,849323,98386,8.63255951
OR,under18,2006,857003,98386,8.710619397
OR,under18,2007,862161,98386,8.763045555
OR,under18,2008,865664,98386,8.798650214
OR,under18,2009,866194,98386,8.80403716
OR,under18,2010,865129,98386,8.793212449
OR,under18,2011,862518,98386,8.76667412
OR,under18,2012,859910,98386,8.740166284
OR,under18,2013,857606,98386,8.716748318
PA,total,1990,11903299,46058,258.4415085
PA,total,1991,11982164,46058,260.1538061
PA,total,1992,12049450,46058,261.6147032
PA,total,1993,12119724,46058,263.1404751
PA,total,1994,12166050,46058,264.1462938
PA,total,1995,12198403,46058,264.8487342
PA,total,1996,12220464,46058,265.3277172
PA,total,1997,12227814,46058,265.4872986
PA,total,1998,12245672,46058,265.8750271
PA,total,1999,12263805,46058,266.2687264
